# 3G_Memory.dat
# X   Y
  1   16.15
  2   15.66
  3   17
  4   15.51
  5   18.8
  6   19.17
  7   19.69
  8   19.45
  9   20.61
  10  21.38
  11  19.7
  12  20.5
  13  23.98
  14  20.37
  15  20.02
  16  17.87
  17  18.25
  18  20.75
  19  20.66
  20  21.17
  21  19.05
  22  22.32
  23  23.56
  24  24.5
  25  21.5
  26  20.24
  27  18.2
  28  20.4
  29  19.3
  30  19.15
  31  21.88
  32  23.37
  33  24.19
  34  19.47
  35  19.36
  36  20.58
  37  18.67
  38  17.73
  39  20.08
  40  21.69
  41  19.89
  42  22.86
  43  24.47
  44  21.61
  45  18.9
  46  17.87
  47  20.61
  48  21.77
  49  18
  50  21.62
