# local_memory_data.dat
# X   Y
  1   17.85
  2   19.23
  3   24.04
  4   26.44
  5   24.31
  6   25.64
  7   30.76
  8   27.74
  9   28.16
  10  33.14
  11  28.21
  12  27.67
  13  24.94
  14  25.92
  15  32.61
  16  29.78
  17  31.38
  18  36.41
  19  33.51
  20  31.05
  21  38.89
  22  34.29
  23  36.58
  24  34.89
  25  38.6
  26  34.26
  27  43.07
  28  31.51
  29  41.25
  30  34.38
  31  35.72
  32  37.03
  33  44.05
  34  35.22
  35  43.91
  36  39.88
  37  37.77
  38  38.4
  39  39.4
  40  43.82
  41  57.66
  42  49.47
  43  35.88
  44  46.37
  45  42.24
  46  39.73
  47  39.37
  48  49.17
  49  47.92
  50  39.23
